musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder
Emily Maxwell,58,3/13 17:24:00,10,3/14 00:47:00,10,7h 23m,6h 54m,3/13 10:30:00,5.8,Shaktoolik,2018-03-13T17:24:00Z,2018-03-14T00:47:00Z,2018-03-13T10:30:00Z,414,443,0,0,36,33
Andrew Nolan,56,3/13 20:15:00,12,3/14 02:20:00,12,6h 5m,6h 48m,3/13 13:27:00,5.88,Shaktoolik,2018-03-13T20:15:00Z,2018-03-14T02:20:00Z,2018-03-13T13:27:00Z,408,365,0,0,38,30
Kristy Berington,20,3/13 20:45:00,12,3/14 03:30:00,12,6h 45m,6h 30m,3/13 14:15:00,6.15,Shaktoolik,2018-03-13T20:45:00Z,2018-03-14T03:30:00Z,2018-03-13T14:15:00Z,390,405,0,0,39,36
Andy Pohl,12,3/13 20:46:00,11,3/14 03:31:00,11,6h 45m,6h 31m,3/13 14:15:00,6.14,Shaktoolik,2018-03-13T20:46:00Z,2018-03-14T03:31:00Z,2018-03-13T14:15:00Z,391,405,0,0,40,37
Aaron Peck,50,3/13 20:01:00,12,3/14 04:05:00,12,8h 4m,6h 12m,3/13 13:49:00,6.45,Shaktoolik,2018-03-13T20:01:00Z,2018-03-14T04:05:00Z,2018-03-13T13:49:00Z,372,484,0,0,37,34
Monica Zappa,48,3/13 23:47:00,13,3/14 07:59:00,12,8h 12m,6h 14m,3/13 17:33:00,6.42,Shaktoolik,2018-03-13T23:47:00Z,2018-03-14T07:59:00Z,2018-03-13T17:33:00Z,374,492,1,0,41,38
Brett Bruggeman,37,3/13 23:47:00,14,3/14 08:02:00,14,8h 15m,6h 13m,3/13 17:34:00,6.43,Shaktoolik,2018-03-13T23:47:00Z,2018-03-14T08:02:00Z,2018-03-13T17:34:00Z,373,495,0,0,42,39
Lev Shvarts,22,3/14 02:24:00,11,3/14 10:05:00,11,7h 41m,6h 23m,3/13 20:01:00,6.27,Shaktoolik,2018-03-14T02:24:00Z,2018-03-14T10:05:00Z,2018-03-13T20:01:00Z,383,461,0,0,44,41
Scott Janssen,23,3/14 02:08:00,13,3/14 10:09:00,13,8h 1m,5h 40m,3/13 20:28:00,7.06,Shaktoolik,2018-03-14T02:08:00Z,2018-03-14T10:09:00Z,2018-03-13T20:28:00Z,340,481,0,0,43,NA
Alan Eischens,53,3/14 02:32:00,14,3/14 10:10:00,14,7h 38m,6h 4m,3/13 20:28:00,6.59,Shaktoolik,2018-03-14T02:32:00Z,2018-03-14T10:10:00Z,2018-03-13T20:28:00Z,364,458,0,0,45,NA
Misha Wiljes,19,3/14 07:23:00,12,3/14 12:36:00,12,5h 13m,6h 37m,3/14 00:46:00,6.05,Shaktoolik,2018-03-14T07:23:00Z,2018-03-14T12:36:00Z,2018-03-14T00:46:00Z,397,313,0,0,46,45
Peter Fleck,67,3/14 07:47:00,11,3/14 14:20:00,11,6h 33m,5h 52m,3/14 01:55:00,6.82,Shaktoolik,2018-03-14T07:47:00Z,2018-03-14T14:20:00Z,2018-03-14T01:55:00Z,352,393,0,0,47,42
Jeff Deeter,45,3/14 08:00:00,8,3/14 14:20:00,8,6h 20m,6h 10m,3/14 01:50:00,6.49,Shaktoolik,2018-03-14T08:00:00Z,2018-03-14T14:20:00Z,2018-03-14T01:50:00Z,370,380,0,0,48,43
Bradley Farquhar,65,3/14 08:03:00,11,3/14 14:21:00,11,6h 18m,6h 8m,3/14 01:55:00,6.52,Shaktoolik,2018-03-14T08:03:00Z,2018-03-14T14:21:00Z,2018-03-14T01:55:00Z,368,378,0,0,49,44
Shaynee Traska,5,3/14 10:20:00,10,3/14 17:33:00,10,7h 13m,6h 56m,3/14 03:24:00,5.77,Shaktoolik,2018-03-14T10:20:00Z,2018-03-14T17:33:00Z,2018-03-14T03:24:00Z,416,433,0,0,51,48
Dave Delcourt,57,3/14 09:32:00,11,3/14 17:36:00,10,8h 4m,6h 12m,3/14 03:20:00,6.45,Shaktoolik,2018-03-14T09:32:00Z,2018-03-14T17:36:00Z,2018-03-14T03:20:00Z,372,484,1,0,50,47
Tim Muto,42,3/14 16:16:00,12,3/14 22:59:00,12,6h 43m,5h 21m,3/14 10:55:00,7.48,Shaktoolik,2018-03-14T16:16:00Z,2018-03-14T22:59:00Z,2018-03-14T10:55:00Z,321,403,0,0,52,46
Anja Radano,24,3/14 19:14:00,13,3/15 03:16:00,13,8h 2m,6h 22m,3/14 12:52:00,6.28,Shaktoolik,2018-03-14T19:14:00Z,2018-03-15T03:16:00Z,2018-03-14T12:52:00Z,382,482,0,0,53,51
Meredith Mapes,16,3/14 22:16:00,10,3/15 06:00:00,10,7h 44m,6h 8m,3/14 16:08:00,6.52,Shaktoolik,2018-03-14T22:16:00Z,2018-03-15T06:00:00Z,2018-03-14T16:08:00Z,368,464,0,0,54,49
Jason Stewart,66,3/14 22:50:00,13,3/15 07:19:00,13,8h 29m,6h 10m,3/14 16:40:00,6.49,Shaktoolik,2018-03-14T22:50:00Z,2018-03-15T07:19:00Z,2018-03-14T16:40:00Z,370,509,0,0,55,50
Magnus Kaltenborn,6,3/15 00:59:00,14,3/15 08:36:00,14,7h 37m,6h 23m,3/14 18:36:00,6.27,Shaktoolik,2018-03-15T00:59:00Z,2018-03-15T08:36:00Z,2018-03-14T18:36:00Z,383,457,0,0,56,52
Marcelle Fressineau,35,3/15 05:24:00,12,3/15 10:47:00,12,5h 23m,8h 38m,3/14 20:46:00,4.63,Shaktoolik,2018-03-15T05:24:00Z,2018-03-15T10:47:00Z,2018-03-14T20:46:00Z,518,323,0,0,57,NA
Joar Leifseth Ulsom,33,3/12 13:01:00,13,3/12 17:52:00,12,4h 51m,8h 13m,3/12 04:48:00,6.09,Koyuk,2018-03-12T13:01:00Z,2018-03-12T17:52:00Z,2018-03-12T04:48:00Z,493,291,1,0,1,1
Nicolas Petit,46,3/12 14:10:00,11,3/12 18:13:00,11,4h 3m,13h 1m,3/12 01:09:00,3.84,Koyuk,2018-03-12T14:10:00Z,2018-03-12T18:13:00Z,2018-03-12T01:09:00Z,781,243,0,0,2,2
Mitch Seavey,13,3/12 15:55:00,9,3/12 21:08:00,9,5h 13m,12h 12m,3/12 03:43:00,4.1,Koyuk,2018-03-12T15:55:00Z,2018-03-12T21:08:00Z,2018-03-12T03:43:00Z,732,313,0,0,3,3
Ray Redington Jr,17,3/12 18:26:00,13,3/13 00:07:00,12,5h 41m,7h 58m,3/12 10:28:00,6.28,Koyuk,2018-03-12T18:26:00Z,2018-03-13T00:07:00Z,2018-03-12T10:28:00Z,478,341,1,0,4,4
Peter Kaiser,30,3/12 19:02:00,10,3/13 01:51:00,9,6h 49m,8h 41m,3/12 10:21:00,5.76,Koyuk,2018-03-12T19:02:00Z,2018-03-13T01:51:00Z,2018-03-12T10:21:00Z,521,409,1,0,5,5
Richie Diehl,29,3/12 23:23:00,12,3/13 04:16:00,11,4h 53m,8h 0m,3/12 15:23:00,6.25,Koyuk,2018-03-12T23:23:00Z,2018-03-13T04:16:00Z,2018-03-12T15:23:00Z,480,293,1,0,9,6
Travis Beals,60,3/12 22:19:00,12,3/13 04:20:00,10,6h 1m,9h 52m,3/12 12:27:00,5.07,Koyuk,2018-03-12T22:19:00Z,2018-03-13T04:20:00Z,2018-03-12T12:27:00Z,592,361,2,0,6,9
Ramey Smyth,21,3/12 22:23:00,13,3/13 05:05:00,11,6h 42m,8h 57m,3/12 13:26:00,5.59,Koyuk,2018-03-12T22:23:00Z,2018-03-13T05:05:00Z,2018-03-12T13:26:00Z,537,402,2,0,7,8
Jessie Holmes,41,3/13 01:20:00,12,3/13 06:40:00,12,5h 20m,7h 8m,3/12 18:12:00,7.01,Koyuk,2018-03-13T01:20:00Z,2018-03-13T06:40:00Z,2018-03-12T18:12:00Z,428,320,0,0,11,7
Matt Hall,15,3/13 01:34:00,12,3/13 06:50:00,11,5h 16m,8h 50m,3/12 16:44:00,5.66,Koyuk,2018-03-13T01:34:00Z,2018-03-13T06:50:00Z,2018-03-12T16:44:00Z,530,316,1,0,12,11
Linwood Fiedler,8,3/12 23:28:00,11,3/13 07:30:00,11,8h 2m,9h 6m,3/12 14:22:00,5.49,Koyuk,2018-03-12T23:28:00Z,2018-03-13T07:30:00Z,2018-03-12T14:22:00Z,546,482,0,0,10,10
Aaron Burmeister,64,3/13 02:01:00,11,3/13 08:12:00,11,6h 11m,9h 17m,3/12 16:44:00,5.39,Koyuk,2018-03-13T02:01:00Z,2018-03-13T08:12:00Z,2018-03-12T16:44:00Z,557,371,0,0,14,12
Jessie Royer,36,3/13 03:06:00,12,3/13 09:03:00,12,5h 57m,9h 11m,3/12 17:55:00,5.44,Koyuk,2018-03-13T03:06:00Z,2018-03-13T09:03:00Z,2018-03-12T17:55:00Z,551,357,0,0,15,16
Matthew Failor,55,3/13 01:40:00,12,3/13 09:04:00,12,7h 24m,8h 22m,3/12 17:18:00,5.98,Koyuk,2018-03-13T01:40:00Z,2018-03-13T09:04:00Z,2018-03-12T17:18:00Z,502,444,0,0,13,13
Ketil Reitan,54,3/13 03:08:00,10,3/13 09:12:00,10,6h 4m,9h 12m,3/12 17:56:00,5.43,Koyuk,2018-03-13T03:08:00Z,2018-03-13T09:12:00Z,2018-03-12T17:56:00Z,552,364,0,0,17,14
Aliy Zirkle,31,3/13 03:07:00,10,3/13 09:14:00,10,6h 7m,9h 5m,3/12 18:02:00,5.5,Koyuk,2018-03-13T03:07:00Z,2018-03-13T09:14:00Z,2018-03-12T18:02:00Z,545,367,0,0,16,15
Kelly Maixner,52,3/13 04:26:00,11,3/13 10:35:00,11,6h 9m,10h 30m,3/12 17:56:00,4.76,Koyuk,2018-03-13T04:26:00Z,2018-03-13T10:35:00Z,2018-03-12T17:56:00Z,630,369,0,0,18,17
Michelle Phillips,18,3/13 05:25:00,12,3/13 12:12:00,12,6h 47m,9h 9m,3/12 20:16:00,5.46,Koyuk,2018-03-13T05:25:00Z,2018-03-13T12:12:00Z,2018-03-12T20:16:00Z,549,407,0,0,19,19
Mats Pettersson,3,3/13 05:26:00,11,3/13 12:13:00,11,6h 47m,9h 9m,3/12 20:17:00,5.46,Koyuk,2018-03-13T05:26:00Z,2018-03-13T12:13:00Z,2018-03-12T20:17:00Z,549,407,0,0,20,18
Hugh Neff,68,3/13 06:50:00,11,3/13 12:14:00,11,5h 24m,10h 31m,3/12 20:19:00,4.75,Koyuk,2018-03-13T06:50:00Z,2018-03-13T12:14:00Z,2018-03-12T20:19:00Z,631,324,0,0,21,21
Lars Monsen,61,3/13 07:34:00,10,3/13 13:50:00,10,6h 16m,8h 51m,3/12 22:43:00,5.65,Koyuk,2018-03-13T07:34:00Z,2018-03-13T13:50:00Z,2018-03-12T22:43:00Z,531,376,0,0,22,20
Anna Berington,4,3/13 18:24:00,10,3/14 01:09:00,10,6h 45m,7h 52m,3/13 10:32:00,6.36,Koyuk,2018-03-13T18:24:00Z,2018-03-14T01:09:00Z,2018-03-13T10:32:00Z,472,405,0,0,23,22
Michi Konno,63,3/13 19:16:00,9,3/14 02:40:00,9,7h 24m,16h 20m,3/13 02:56:00,3.06,Koyuk,2018-03-13T19:16:00Z,2018-03-14T02:40:00Z,2018-03-13T02:56:00Z,980,444,0,0,26,23
Katherine Keith,51,3/13 19:04:00,9,3/14 04:15:00,8,9h 11m,10h 22m,3/13 08:42:00,4.82,Koyuk,2018-03-13T19:04:00Z,2018-03-14T04:15:00Z,2018-03-13T08:42:00Z,622,551,1,0,25,26
Martin Buser,28,3/13 22:09:00,12,3/14 06:40:00,12,8h 31m,9h 53m,3/13 12:16:00,5.06,Koyuk,2018-03-13T22:09:00Z,2018-03-14T06:40:00Z,2018-03-13T12:16:00Z,593,511,0,0,28,28
Jeff King,40,3/13 19:00:00,12,3/14 07:00:00,12,12h 0m,8h 29m,3/13 10:31:00,5.89,Koyuk,2018-03-13T19:00:00Z,2018-03-14T07:00:00Z,2018-03-13T10:31:00Z,509,720,0,0,24,24
"Michael Williams, Jr.",27,3/13 19:58:00,9,3/14 08:25:00,9,12h 27m,9h 22m,3/13 10:36:00,5.34,Koyuk,2018-03-13T19:58:00Z,2018-03-14T08:25:00Z,2018-03-13T10:36:00Z,562,747,0,0,27,25
Rick Casillo,9,3/14 00:52:00,10,3/14 09:25:00,10,8h 33m,8h 50m,3/13 16:02:00,5.66,Koyuk,2018-03-14T00:52:00Z,2018-03-14T09:25:00Z,2018-03-13T16:02:00Z,530,513,0,0,30,27
Cody Strathe,2,3/14 00:15:00,11,3/14 09:35:00,10,9h 20m,7h 46m,3/13 16:29:00,6.44,Koyuk,2018-03-14T00:15:00Z,2018-03-14T09:35:00Z,2018-03-13T16:29:00Z,466,560,1,0,29,29
Tom Knolmayer,43,3/14 03:14:00,12,3/14 11:30:00,12,8h 16m,9h 0m,3/13 18:14:00,5.56,Koyuk,2018-03-14T03:14:00Z,2018-03-14T11:30:00Z,2018-03-13T18:14:00Z,540,496,0,0,31,32
Charley Bejna,38,3/14 03:28:00,11,3/14 11:35:00,11,8h 7m,9h 14m,3/13 18:14:00,5.42,Koyuk,2018-03-14T03:28:00Z,2018-03-14T11:35:00Z,2018-03-13T18:14:00Z,554,487,0,0,32,35
Noah Pereira,49,3/14 06:52:00,10,3/14 13:58:00,10,7h 6m,8h 11m,3/13 22:41:00,6.11,Koyuk,2018-03-14T06:52:00Z,2018-03-14T13:58:00Z,2018-03-13T22:41:00Z,491,426,0,0,34,31
Larry Daugherty,14,3/14 06:39:00,13,3/14 14:15:00,12,7h 36m,17h 44m,3/13 12:55:00,2.82,Koyuk,2018-03-14T06:39:00Z,2018-03-14T14:15:00Z,2018-03-13T12:55:00Z,1064,456,1,0,33,40
Andrew Nolan,56,3/14 09:55:00,12,3/14 14:26:00,12,4h 31m,7h 35m,3/14 02:20:00,6.59,Koyuk,2018-03-14T09:55:00Z,2018-03-14T14:26:00Z,2018-03-14T02:20:00Z,455,271,0,0,37,30
Jim Lanier,32,3/14 07:57:00,14,3/14 14:58:00,14,7h 1m,7h 11m,3/14 00:46:00,6.96,Koyuk,2018-03-14T07:57:00Z,2018-03-14T14:58:00Z,2018-03-14T00:46:00Z,431,421,0,0,35,NA
Emily Maxwell,58,3/14 08:28:00,10,3/14 15:00:00,9,6h 32m,7h 41m,3/14 00:47:00,6.51,Koyuk,2018-03-14T08:28:00Z,2018-03-14T15:00:00Z,2018-03-14T00:47:00Z,461,392,1,0,36,33
Kristy Berington,20,3/14 11:11:00,12,3/14 18:20:00,12,7h 9m,7h 41m,3/14 03:30:00,6.51,Koyuk,2018-03-14T11:11:00Z,2018-03-14T18:20:00Z,2018-03-14T03:30:00Z,461,429,0,0,39,36
Andy Pohl,12,3/14 11:12:00,11,3/14 18:22:00,11,7h 10m,7h 41m,3/14 03:31:00,6.51,Koyuk,2018-03-14T11:12:00Z,2018-03-14T18:22:00Z,2018-03-14T03:31:00Z,461,430,0,0,40,37
Aaron Peck,50,3/14 11:07:00,12,3/14 18:33:00,10,7h 26m,7h 2m,3/14 04:05:00,7.11,Koyuk,2018-03-14T11:07:00Z,2018-03-14T18:33:00Z,2018-03-14T04:05:00Z,422,446,2,0,38,34
Monica Zappa,48,3/14 15:11:00,12,3/14 23:08:00,12,7h 57m,7h 12m,3/14 07:59:00,6.94,Koyuk,2018-03-14T15:11:00Z,2018-03-14T23:08:00Z,2018-03-14T07:59:00Z,432,477,0,0,42,38
Brett Bruggeman,37,3/14 15:10:00,14,3/14 23:23:00,14,8h 13m,7h 8m,3/14 08:02:00,7.01,Koyuk,2018-03-14T15:10:00Z,2018-03-14T23:23:00Z,2018-03-14T08:02:00Z,428,493,0,0,41,39
Lev Shvarts,22,3/14 17:25:00,11,3/15 01:04:00,11,7h 39m,7h 20m,3/14 10:05:00,6.82,Koyuk,2018-03-14T17:25:00Z,2018-03-15T01:04:00Z,2018-03-14T10:05:00Z,440,459,0,0,44,41
Scott Janssen,23,3/14 16:36:00,13,3/15 01:25:00,13,8h 49m,6h 27m,3/14 10:09:00,7.75,Koyuk,2018-03-14T16:36:00Z,2018-03-15T01:25:00Z,2018-03-14T10:09:00Z,387,529,0,0,43,NA
Misha Wiljes,19,3/14 20:44:00,12,3/15 04:31:00,12,7h 47m,8h 8m,3/14 12:36:00,6.15,Koyuk,2018-03-14T20:44:00Z,2018-03-15T04:31:00Z,2018-03-14T12:36:00Z,488,467,0,0,45,45
Jeff Deeter,45,3/14 21:37:00,8,3/15 06:11:00,8,8h 34m,7h 17m,3/14 14:20:00,6.86,Koyuk,2018-03-14T21:37:00Z,2018-03-15T06:11:00Z,2018-03-14T14:20:00Z,437,514,0,0,48,43
Peter Fleck,67,3/14 21:30:00,11,3/15 06:12:00,11,8h 42m,7h 10m,3/14 14:20:00,6.98,Koyuk,2018-03-14T21:30:00Z,2018-03-15T06:12:00Z,2018-03-14T14:20:00Z,430,522,0,0,47,42
Bradley Farquhar,65,3/14 21:38:00,11,3/15 06:14:00,10,8h 36m,7h 17m,3/14 14:21:00,6.86,Koyuk,2018-03-14T21:38:00Z,2018-03-15T06:14:00Z,2018-03-14T14:21:00Z,437,516,1,0,49,44
Dave Delcourt,57,3/15 01:13:00,10,3/15 09:39:00,10,8h 26m,7h 37m,3/14 17:36:00,6.56,Koyuk,2018-03-15T01:13:00Z,2018-03-15T09:39:00Z,2018-03-14T17:36:00Z,457,506,0,0,50,47
Shaynee Traska,5,3/15 02:31:00,10,3/15 12:55:00,8,10h 24m,8h 58m,3/14 17:33:00,5.58,Koyuk,2018-03-15T02:31:00Z,2018-03-15T12:55:00Z,2018-03-14T17:33:00Z,538,624,2,0,51,48
Tim Muto,42,3/15 05:06:00,12,3/15 13:05:00,12,7h 59m,6h 7m,3/14 22:59:00,8.17,Koyuk,2018-03-15T05:06:00Z,2018-03-15T13:05:00Z,2018-03-14T22:59:00Z,367,479,0,0,52,46
Anja Radano,24,3/15 11:13:00,13,3/15 19:00:00,13,7h 47m,7h 57m,3/15 03:16:00,6.29,Koyuk,2018-03-15T11:13:00Z,2018-03-15T19:00:00Z,2018-03-15T03:16:00Z,477,467,0,0,53,51
Meredith Mapes,16,3/15 13:19:00,10,3/15 20:53:00,10,7h 34m,7h 19m,3/15 06:00:00,6.83,Koyuk,2018-03-15T13:19:00Z,2018-03-15T20:53:00Z,2018-03-15T06:00:00Z,439,454,0,0,54,49
Jason Stewart,66,3/15 14:07:00,13,3/15 21:39:00,13,7h 32m,6h 48m,3/15 07:19:00,7.35,Koyuk,2018-03-15T14:07:00Z,2018-03-15T21:39:00Z,2018-03-15T07:19:00Z,408,452,0,0,55,50
Magnus Kaltenborn,6,3/15 16:34:00,14,3/15 22:20:00,14,5h 46m,7h 58m,3/15 08:36:00,6.28,Koyuk,2018-03-15T16:34:00Z,2018-03-15T22:20:00Z,2018-03-15T08:36:00Z,478,346,0,0,56,52
Wade Marrs,11,3/12 22:25:00,9,NA,9,NA,9h 44m,3/12 12:41:00,5.14,Koyuk,2018-03-12T22:25:00Z,NA,2018-03-12T12:41:00Z,584,NA,0,NA,8,NA
Alan Eischens,53,3/14 20:45:00,14,NA,14,NA,10h 35m,3/14 10:10:00,4.72,Koyuk,2018-03-14T20:45:00Z,NA,2018-03-14T10:10:00Z,635,NA,0,NA,46,NA
Joar Leifseth Ulsom,33,3/13 00:57:00,12,3/13 01:04:00,12,0h 7m,7h 5m,3/12 17:52:00,6.78,Elim,2018-03-13T00:57:00Z,2018-03-13T01:04:00Z,2018-03-12T17:52:00Z,425,7,0,0,1,1
Nicolas Petit,46,3/13 01:44:00,11,3/13 04:05:00,11,2h 21m,7h 31m,3/12 18:13:00,6.39,Elim,2018-03-13T01:44:00Z,2018-03-13T04:05:00Z,2018-03-12T18:13:00Z,451,141,0,0,2,2
Mitch Seavey,13,3/13 04:15:00,9,3/13 05:54:00,9,1h 39m,7h 7m,3/12 21:08:00,6.74,Elim,2018-03-13T04:15:00Z,2018-03-13T05:54:00Z,2018-03-12T21:08:00Z,427,99,0,0,3,3
Ray Redington Jr,17,3/13 07:20:00,12,3/13 10:30:00,11,3h 10m,7h 13m,3/13 00:07:00,6.65,Elim,2018-03-13T07:20:00Z,2018-03-13T10:30:00Z,2018-03-13T00:07:00Z,433,190,1,0,4,4
Peter Kaiser,30,3/13 08:49:00,9,3/13 10:53:00,8,2h 4m,6h 58m,3/13 01:51:00,6.89,Elim,2018-03-13T08:49:00Z,2018-03-13T10:53:00Z,2018-03-13T01:51:00Z,418,124,1,0,5,5
Richie Diehl,29,3/13 10:35:00,11,3/13 13:51:00,11,3h 16m,6h 19m,3/13 04:16:00,7.6,Elim,2018-03-13T10:35:00Z,2018-03-13T13:51:00Z,2018-03-13T04:16:00Z,379,196,0,0,6,6
Travis Beals,60,3/13 11:38:00,10,3/13 14:04:00,10,2h 26m,7h 18m,3/13 04:20:00,6.58,Elim,2018-03-13T11:38:00Z,2018-03-13T14:04:00Z,2018-03-13T04:20:00Z,438,146,0,0,7,9
Linwood Fiedler,8,3/13 14:10:00,11,3/13 14:13:00,11,0h 3m,6h 40m,3/13 07:30:00,7.2,Elim,2018-03-13T14:10:00Z,2018-03-13T14:13:00Z,2018-03-13T07:30:00Z,400,3,0,0,10,10
Ramey Smyth,21,3/13 12:07:00,11,3/13 14:14:00,10,2h 7m,7h 2m,3/13 05:05:00,6.82,Elim,2018-03-13T12:07:00Z,2018-03-13T14:14:00Z,2018-03-13T05:05:00Z,422,127,1,0,8,8
Jessie Holmes,41,3/13 12:53:00,12,3/13 15:03:00,11,2h 10m,6h 13m,3/13 06:40:00,7.72,Elim,2018-03-13T12:53:00Z,2018-03-13T15:03:00Z,2018-03-13T06:40:00Z,373,130,1,0,9,7
Aaron Burmeister,64,3/13 15:22:00,11,3/13 15:40:00,11,0h 18m,7h 10m,3/13 08:12:00,6.7,Elim,2018-03-13T15:22:00Z,2018-03-13T15:40:00Z,2018-03-13T08:12:00Z,430,18,0,0,12,12
Matt Hall,15,3/13 14:59:00,11,3/13 16:21:00,11,1h 22m,8h 9m,3/13 06:50:00,5.89,Elim,2018-03-13T14:59:00Z,2018-03-13T16:21:00Z,2018-03-13T06:50:00Z,489,82,0,0,11,11
Kelly Maixner,52,3/13 20:01:00,11,3/13 20:05:00,11,0h 4m,9h 26m,3/13 10:35:00,5.09,Elim,2018-03-13T20:01:00Z,2018-03-13T20:05:00Z,2018-03-13T10:35:00Z,566,4,0,0,19,17
Jessie Royer,36,3/13 16:29:00,12,3/13 20:21:00,12,3h 52m,7h 26m,3/13 09:03:00,6.46,Elim,2018-03-13T16:29:00Z,2018-03-13T20:21:00Z,2018-03-13T09:03:00Z,446,232,0,0,15,16
Ketil Reitan,54,3/13 18:01:00,10,3/13 20:25:00,10,2h 24m,8h 49m,3/13 09:12:00,5.44,Elim,2018-03-13T18:01:00Z,2018-03-13T20:25:00Z,2018-03-13T09:12:00Z,529,144,0,0,16,14
Aliy Zirkle,31,3/13 16:25:00,10,3/13 20:26:00,10,4h 1m,7h 11m,3/13 09:14:00,6.68,Elim,2018-03-13T16:25:00Z,2018-03-13T20:26:00Z,2018-03-13T09:14:00Z,431,241,0,0,14,15
Matthew Failor,55,3/13 15:53:00,12,3/13 20:32:00,12,4h 39m,6h 49m,3/13 09:04:00,7.04,Elim,2018-03-13T15:53:00Z,2018-03-13T20:32:00Z,2018-03-13T09:04:00Z,409,279,0,0,13,13
Mats Pettersson,3,3/13 19:11:00,11,3/14 02:00:00,11,6h 49m,6h 58m,3/13 12:13:00,6.89,Elim,2018-03-13T19:11:00Z,2018-03-14T02:00:00Z,2018-03-13T12:13:00Z,418,409,0,0,17,18
Lars Monsen,61,3/13 21:05:00,10,3/14 02:00:00,10,4h 55m,7h 15m,3/13 13:50:00,6.62,Elim,2018-03-13T21:05:00Z,2018-03-14T02:00:00Z,2018-03-13T13:50:00Z,435,295,0,0,21,20
Michelle Phillips,18,3/13 19:14:00,12,3/14 02:01:00,12,6h 47m,7h 2m,3/13 12:12:00,6.82,Elim,2018-03-13T19:14:00Z,2018-03-14T02:01:00Z,2018-03-13T12:12:00Z,422,407,0,0,18,19
Hugh Neff,68,3/13 20:53:00,11,3/14 02:03:00,9,5h 10m,8h 39m,3/13 12:14:00,5.55,Elim,2018-03-13T20:53:00Z,2018-03-14T02:03:00Z,2018-03-13T12:14:00Z,519,310,2,0,20,21
Anna Berington,4,3/14 07:50:00,10,3/14 13:09:00,10,5h 19m,6h 41m,3/14 01:09:00,7.18,Elim,2018-03-14T07:50:00Z,2018-03-14T13:09:00Z,2018-03-14T01:09:00Z,401,319,0,0,22,22
Michi Konno,63,3/14 10:16:00,9,3/14 13:24:00,9,3h 8m,7h 36m,3/14 02:40:00,6.32,Elim,2018-03-14T10:16:00Z,2018-03-14T13:24:00Z,2018-03-14T02:40:00Z,456,188,0,0,23,23
Jeff King,40,3/14 13:08:00,12,3/14 16:17:00,12,3h 9m,6h 8m,3/14 07:00:00,7.83,Elim,2018-03-14T13:08:00Z,2018-03-14T16:17:00Z,2018-03-14T07:00:00Z,368,189,0,0,25,24
Katherine Keith,51,3/14 12:27:00,8,3/14 17:15:00,8,4h 48m,8h 12m,3/14 04:15:00,5.85,Elim,2018-03-14T12:27:00Z,2018-03-14T17:15:00Z,2018-03-14T04:15:00Z,492,288,0,0,24,26
"Michael Williams, Jr.",27,3/14 15:20:00,9,3/14 18:21:00,9,3h 1m,6h 55m,3/14 08:25:00,6.94,Elim,2018-03-14T15:20:00Z,2018-03-14T18:21:00Z,2018-03-14T08:25:00Z,415,181,0,0,27,25
Rick Casillo,9,3/14 16:17:00,10,3/14 21:11:00,10,4h 54m,6h 52m,3/14 09:25:00,6.99,Elim,2018-03-14T16:17:00Z,2018-03-14T21:11:00Z,2018-03-14T09:25:00Z,412,294,0,0,28,27
Martin Buser,28,3/14 14:07:00,12,3/14 21:32:00,12,7h 25m,7h 27m,3/14 06:40:00,6.44,Elim,2018-03-14T14:07:00Z,2018-03-14T21:32:00Z,2018-03-14T06:40:00Z,447,445,0,0,26,28
Cody Strathe,2,3/14 16:18:00,10,3/14 22:36:00,10,6h 18m,6h 43m,3/14 09:35:00,7.15,Elim,2018-03-14T16:18:00Z,2018-03-14T22:36:00Z,2018-03-14T09:35:00Z,403,378,0,0,29,29
Tom Knolmayer,43,3/14 18:28:00,12,3/15 01:01:00,11,6h 33m,6h 58m,3/14 11:30:00,6.89,Elim,2018-03-14T18:28:00Z,2018-03-15T01:01:00Z,2018-03-14T11:30:00Z,418,393,1,0,30,32
Andrew Nolan,56,3/14 20:57:00,12,3/15 01:14:00,12,4h 17m,6h 31m,3/14 14:26:00,7.37,Elim,2018-03-14T20:57:00Z,2018-03-15T01:14:00Z,2018-03-14T14:26:00Z,391,257,0,0,33,30
Charley Bejna,38,3/14 19:16:00,11,3/15 02:14:00,11,6h 58m,7h 41m,3/14 11:35:00,6.25,Elim,2018-03-14T19:16:00Z,2018-03-15T02:14:00Z,2018-03-14T11:35:00Z,461,418,0,0,31,35
Noah Pereira,49,3/14 20:34:00,10,3/15 02:22:00,10,5h 48m,6h 36m,3/14 13:58:00,7.27,Elim,2018-03-14T20:34:00Z,2018-03-15T02:22:00Z,2018-03-14T13:58:00Z,396,348,0,0,32,31
Emily Maxwell,58,3/14 21:43:00,9,3/15 04:58:00,9,7h 15m,6h 43m,3/14 15:00:00,7.15,Elim,2018-03-14T21:43:00Z,2018-03-15T04:58:00Z,2018-03-14T15:00:00Z,403,435,0,0,35,33
